name
K. C. S. Kasi Nadar College of Arts and Science
K. L. N. College of Engineering
K. M. G. College of Arts & Science
K. Ramakrishnan College 
K. Ramakrishnan College of Engineering
K. Ramakrishnan College of Technology
K. S. R. College of Engineering
K. S. Rangasamy College of Arts and Science (Autonomous)
K.G. College of Arts and Science
K.S. Rangasamy College of Technology
K.S.G. College of Arts and Science
K.S.R. College of Arts & Science for Women
"KARPAGA VINAYAGA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE, KANCHEEPURAM"
KCG College of Technology
KGISL Institute of Technology
KPR Institute of Engineering 
KPR Institute of Engineering and Technology
"KSR Institute for Engineering and Technology, Namakkal"
KSR Institute of Dental Science and Research
Kaamadhenu Arts and Science College
Kailash Womens College
Kalaignar Karunanidhi Institute
Kalaignar Karunanidhi Institute of Technology
Kalasalingam Academy of Research and Education
Kamaraj College
Kamaraj College of Engineering & Technology
"Kamban college of Arts and Science for women, Mathur"
Kandaswami Kandars College
Karpaga Vinayaga College of Engineering and Technology
Karpaga Vinayaga Institute Of Dental sciences
Karpagam College 
Karpagam College of Engineering
Karunya Institute of Technology and Sciences
Kathir College of Arts and Science
Khadir Mohideen College
Kings College of Engineering
Kings Engineering College
Knowledge Institute of Technology
Kongu Arts & Science College
Kongu Engineering College
Kongunadu Arts & Science College
Kongunadu College of Engineering and Technology
Kovai Kalaimagal College of Arts and Science
Krishnaswamy College of Engineering
Kumaraguru College of Technology
Kumararani Meena Muthiah College of Arts and Science
Kunthavai Naacchiyaar Government Arts College for Women
L N Government College
LRG Government Arts College for Women
Lady Doak College
Loyola College
"Loyola College, Vettavalam"
Loyola Institute of Technology
Loyola Institute of Technology and Science
Loyola-ICAM College of Engineering and Technology
M. A. M. College of Engineering and Technology
M. G. R. Educational and Rese
M. G. R. Educational and Research Institute
M. I. E. T. Engineering College
M. Kumarasamy College of Engineering
M. M. E. S. Women`s Arts & Science College
M. R. Government Arts College
M.V.Muthiah Government Arts College for Women
MOP Vaishnav College for Women
Madras Christian College
"Madras Medical College & Government General Hospital, Chennai"
Madras School of Social Work
Madura College
Madurai Institute of Social Science College
Madurai Kamaraj University
"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi"
Mahendra Arts & Science College
Mahendra College of Engineering
Mahendra Engineering College
Mahendra Institute of Technology
Mailam Engineering College
Malankara Catholic College
Mannar Tirumalai Naicker College
Manonmaniam Sundaranar University Constituent College
"Manonmaniam Sundaranar University, Tirunelveli"
Mar Gregorios College
"Marudhar Kesari Jain College for Women, Marudhar Nagar"
Mary Matha College of Arts & Science
Md. Sathak College of Arts and Science
Meenakshi Academy of Higher Education and Research
Meenakshi College for Women
Meenakshi Sundararajan Engineering College
Mepco Schlenk Engineering College
"Mohamed Sathak Engineering College, Kilakarai"
Mount Zion College of Engineering and Technology
Muthayammal College of Arts & Science
Muthayammal Engineering College
Muthurangam Government Arts College
N. G. M. College
N. P. R. Arts & Science College
N.M.S.S.V.N.College
"N.P.R. College of Engineering and Technology, Natham Village, Dindigul"
NKR Government Arts College for Women
Nadar Mahajana Sangam Sermathai Vasan College for Women
"Nadar Saraswathi College of Arts and Science, Theni"
Nadar Saraswathi College of Engineering & Technology
Nandha Arts and Science College
Nandha College of Technology
Nandha Engineering College
"Nanjil Catholic College of Arts and Science, Kaliyakkavilai"
Narasu?s Sarathy Institute of Technology
National College
National Engineering College
"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)"
National Institute of Technology Tiruchirappalli 
"National Institute of Technology, Tiruchirappalli"
Nazareth College of Arts and Science
Nazareth Margoschis College
Nehru Arts and Science College
Nehru Institute of Engineering and Technology
Nehru Memorial College
"Nesamony Memorial Christian College, Kanyakumari Dist."
New College
New Prince Shri Bhavani College of Engineering and Technology
Nirmala College for Women
Noorul Islam Centre for Higher Education - Kanyakumari
"Noorul Islam College of Arts & Science, Kumaracoil"
P. A. College of Engineering and Technology
P. K. N. College of Arts & Science
P. K. R. Arts College for Women
P. S. R. Engineering College
P. S. R. Rengasamy College of Engineering for Women
P.G.P College of Arts & Science
PSG College of Arts and Science
PSG College of Nursing
PSG College of Technology
"PSG INSTITUTE OF MEDICAL SCIENCES & RESEARCH, COIMBATORE"
PSG Institute of Technology and Applied Research
PSGR Krishnammal College for Women
PSN COLLEGE OF ENGINEERING AND TECHNOLOGY
"PSNA College of Engineering and Technology, Dindigul"
Paavai Engineering College
Pachaiyappas College for Men
Padmavani Arts & Science College for (W)
Panimalar Engin
Panimalar Engineering College
Panimalar Institute of Technology
Parvathy Arts & Science College
Patrician College Of Arts And Science
Peri Institute of Technology
Periyar Arts College
Periyar E.V.R. College (Autonomous)
Periyar Manaimmai Institute of Science & Technology (PMIST)
Periyar University
"Periyar University College of Arts & Science, mettur"
"Periyar University College of Arts & Science,pennagaram"
Pioneer College of Arts and Science
Ponjesly College of Engineering
Ponnaiyah Ramajayam Institute of Science & Technology
Pope`s College
Prathyusha Engineering College
Presidency College
Prince Shri Venkateshwara Padmavathy Engineering College
Providence College for Women
Quaid E Milleth Government College for Women
Queen Mary`s College
R. M. K. College of Engineering 
R. M. K. College of Engineering and Technology
R.M.D Engin
R.M.D Engineering College
R.M.K. Engineering College
"RAGAS DENTAL COLLEGE & HOSPITAL, CHENNAI"
RVS College of Engineering and Technology
RVS Educational Trust`s Group of Institutions
"Ragas Dental College & Hospital, Chennai"
"Raja Doraisingam Government Arts College, Sivaganga"
"Rajah Serfoji Government College, Thanjavur"
Rajalakshmi Engineering College
Rajalakshmi Institute
Rajalakshmi Institute of Technology
Rajapalayam Raju`s College
Rajeswari Vedachalam Government Arts College
Ramco Institute of Technology
Rani Anna Government College for Women
Rathinam College of Arts and Science
Rathinam Technical Campus
Rathnavel Subramaniam College of Arts and Science
Roever Engineering College
Rohini College of Engineering And Technology
S. A. Engineering College
S.B.K. College
S.R.M. Institute of Science and Technology
S.R.M. Institute of Science and Technology 
S.R.Naidu Memorial College
"S.T.Hindu College, Nagercoil"
"SARADA KRISHNA HOMOEOPATHY MEDICAL COLLEGE, KANNYAKUMARI"
SCAD College of Engineering and Technology
SDNB Vaishnav College
SNS College
SNS College of Engineering
SNS College of Technology
"SRI RAMAKRISHNA DENTAL COLLEGE AND HOSPITAL, COIMBATORE"
SRM Arts and Science College
SRM Dental College
SRM Valliammai Engineering College
SSM College of Engineering
SSM Institute of Engineering and Technology
Sacred Heart College (Autonomous)
"Sadakathullah Appa College, Rahmath Nagar, Palayamkottai"
"Sakthi College of Arts and Science for Women, Oddanchatram"
Salem Sowdeswari College
Sankara College of Science and Commerce
"Sarah Tucker College, Palayamkottai"
Saranathan College of Engineering
Sardar Vallabhbhai Patel International School of Textiles and Management
Sasi Creative School of Architecture
Sathyabama Institute of Science and Technology
Saveetha Engineering College
Saveetha Institute of Medical and Technical Sciences
"Scott Christian College, Nagercoil"
Seethalakshmi Ramaswami College
Selvam College of Technology
Selvamm Arts and Science College
Sengunthar Arts & Science College
Sengunthar College of Engineering
Sengunthar Engineering College
Senthamil College
Sethu Institute of Technology
"Sethupathi Government Arts College, Ramanathapuram"
Shanmuga Industries Arts & Science College
Shanmuganathan Engineering College
Shanmugha Arts Science Technology & Research Academy
Shanmugha Arts Science Technology & Research Academy 
Shree Venkateshwara Hi-Tech Engineering College
Shri Krishnaswamy College for Women
Shri Sathya Sai Medical College and Research Institute
Shri Shankarlal Sundarbai Shasun Jain College for Women
Sindhi College of Arts and Science
Sir Theagaraya College
Sona College of Technology
Sourashtra College
Sree Ayyappa College for Women
Sree Balaji Dental College & Hospital
Sree Balaji Medical College and Hospital
Sree Narayana Guru College
Sree Ramu College of Arts and Science
Sree Sakthi Engineering College
Sree Saraswathi Thiagaraja College
Sree Sastha Institute of Engineering and Technology
"Sree Sevugan Annamalai College, Devakottai"
Sree Sowdambika College of Engineering
Sri Adichunchanagiri Women`s College
Sri Akilandeshwari Women`s College
"Sri Devi Kumari Women's College, Kuzhithurai, Kanyakumari Dist"
Sri Eshwar College of Engineering
Sri GVG Visalakshi College for Women
Sri Jayendra Saraswathy Maha Vidyalaya College of Arts and Science
Sri Kailash Womens College
Sri Kaliswari College
Sri Kanyaka Parameswari Arts and Science College for Women
Sri Krishna Arts and Science College
Sri Krishna College of Engineering and Technology
Sri Krishna College of Technology
Sri Meenakshi Government Arts College for Women (Autonomous)
Sri Nehru Maha Vidyalaya College of Arts and Science
"Sri Paramakalyani College, Alwarkurichi"
"Sri Parasakthi College for Women, Tirunelveli"
Sri Ramachandra Institute of Higher Education and Research
Sri Ramakrishna College of Arts & Science for Women
Sri Ramakrishna College of Arts and Science
Sri Ramakrishna Engin
Sri Ramakrishna Engineering College
Sri Ramakrishna Institute of Technology
Sri Ramakrishna Mission Vidyalaya College of Arts and Science
Sri Ramalinga Sowdambigai College of Science and Commerce
"Sri Ranganathar Institute of Engineering and Technology, Coimbatore"
Sri Sai Ram Institute
Sri Sai Ram Institute of Technology
Sri Sairam Engineering College
Sri Sairam Homoeopathy Medical College
Sri Sankara Arts and Science College
Sri Sankara Bhagavathi Arts & Science College
Sri Sarada College for Women(Autonomous)
"Sri Sarada College for Women, V.M. Chatram, Tirunelveli"
Sri Sarada Niketan College of Science for Women
Sri Sathguru Sangeetha Vidyalayam
Sri Shakthi Institute of Engineering and Technology
Sri Shanmugha College of Engineering and Technology
Sri Sivasubramaniya Nadar College of Engineering
Sri Vasavi College
Sri Venkateswara College 
Sri Venkateswara College of Engineering
Sri Vijay Vidyalaya College of Arts and Science
Srimad Andavan Arts & Science College (Autonomous)
Srimath Sivagnana Balaya Swamigal Tamil Arts & Science College
Sriram Engineering College
St. Antony`s College for Arts and Science for Women Thamaraipadi
"St. John's College, Palayamkottai"
St. Joseph College of Arts & Science College (Autonomous)
St. Joseph College of Engineering
St. Joseph's College for Women
"St. Joseph`s College, Tiruchirappalli"
St. Joseph`s Institute of Technology
St. Josephs College 
St. Josephs College of Engineering
St. Mary`s College
St. Peter`s College of Engineering and Technology
St. Thomas College of Arts and Science
St. Xavier`s Catholic College of Engineering
"St.John`s College of Arts & Science, Ammandiviali, Kanyakumari"
St.Josephs College of Arts & Science for (W)
"St.Jude`s College, Kanyakumari Dist"
"St.Xavier`s College, Palayamkottai"
Stella Maris College for Women
Subbalakshmi Lakshmipathi College of Sciences
"Swami Dayananda College of Arts & Science, Tiruvarur"
"Syed Ammal College of Arts and Science, Ramanathapuram"
Syed Ammal Engineering College
"TIRUNELVELI MEDICAL COLLEGE, TIRUNELVELI"
TRP Engineering College (New)
Tagore College of Arts and Science
Tagore Dental College & Hospital
Tagore Engineering College
Tagore Institute of Engineering and Technology
Tamil Nadu Dr. Ambedkar Law University
"Thamirabharani Engineering College, Tirunelveli"
Thangavelu Engineering College
Thanthai Hans Roever College
The American College
"The M.D.T. Hindu College, Pettai, Tirunelveli"
The Quaid-E-Milleth College for Men
The Standard Fireworks Rajaratnam College for Women
Thevanai Ammal College for Women (Autonomous)
Thiagarajar College
Thiagarajar College of Engineering
Thiravium College of Arts and Science for Women
Thiru Kolanchiyappar Government Arts College
Thiru. A.Govindasamy Government Arts College
Thiruthangal Nadar College
Thiruvalluvar Government Arts College
"Thiruvalluvar Univeristy, Vellore"
"Tirunelveli Dakshina Mara Nadar Sangam College, Tirunelveli Dist"
Tirupur Kumaran College for Women
Trichy SRM Medical College Hospital and Research Centre
Trinity College for Women
United Institute of Technology
University College of Engineering Nagercoil
"University College of Engineering, BIT Campus Tiruchirappalli"
University of Madras
Unnamalai Institute of Technology
Urumu Dhanalakshmi College
V. S. B. Engineering College
V.O. Chidambaram College
V.R.S. College Of Engineering and Technology
V.S.B College of Engineering Technical Campus
V.V. Vanniaperumal College for Women
V.V.College of Engineering
VLB Janaki Ammal College of Arts and Science
Valliammal College for Women
Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College
Vel Tech Ranga Sanku Arts College
Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology
Velalar College of Engineering and Technology
Velammal College of Engineering & Technology
Velammal Engineering College
Vellalar College for Women
Vellore Institute of Technology
Vellore Institute of Technology 
Vels Institute of Science Technology & Advanced Studies (VISTAS) -Chennai
Vidhya Sagar Womens College
Vinayaka Mission's Kirupananda Variyar Engineering College
Vinayaka Mission's Kirupananda Variyar Medical College and Hospital
Vinayaka Mission`s Sankarachariyar Dental College
Virudhunagar Hindu Nadars Senthikumara Nadar College
Vivekananda College
Vivekananda College
Vivekanandha College for Women
Vivekanandha College of Arts & Science (W)
Vivekanandha College of Engineering for Women
Vivekanandha College of Technology for Women
Vivekanandha Denal College for Women
Voorhees College
Women`s Christian College
"Women`s Christian College, Nagercoil"
